Date,Average_Price,Supply_Volume,USD_TO_NPR,Diesel,Inflation,Kathmandu_Temperature,Kathmandu_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Rainfall_MM,Hilly_Temperature,Hilly_Rainfall_MM,day,month,day_of_week,is_weekend,month_sin,month_cos,Season_Winter,Season_Spring,Season_Monsoon,Season_Autumn,is_festival
2022-01-01,86.67,96650.0,119.24,119.0,6.03,10.35,0.0,15.05,0.0,7.725,0.0,1,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-02,108.0,142555.0,119.24,119.0,6.03,9.35,0.2,14.45,0.0,8.025,0.0,2,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-03,115.0,132175.0,119.24,119.0,6.03,11.0,0.0,14.3,0.0,8.4,0.0,3,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-04,95.0,122675.0,119.12,119.0,6.03,11.45,0.0,13.95,0.0,8.575,0.0,4,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-05,96.67,118475.0,119.59,119.0,6.03,11.1,0.0,14.65,0.0,9.275,0.0,5,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-06,86.67,135350.0,119.28,119.0,6.03,12.0,2.0,15.35,1.8,9.9,2.05,6,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-07,96.67,81375.0,119.49,119.0,6.03,13.05,0.3,16.3,0.1,10.9,0.15,7,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-08,96.67,119750.0,119.2,119.0,6.03,12.6,2.2,16.45,0.0,11.05,1.55,8,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-09,76.67,88300.0,119.2,119.0,6.03,13.0,0.0,16.15,0.0,10.975000000000001,0.05,9,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-10,75.0,174700.0,119.2,119.0,6.03,12.2,0.7,17.05,0.0,10.5,1.8499999999999999,10,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-11,76.67,125500.0,118.77,119.0,6.03,12.15,0.0,17.55,0.1,10.0,0.35,11,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-12,76.67,135190.0,118.56,119.0,6.03,11.15,6.4,16.4,4.3,8.399999999999999,2.65,12,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-13,76.67,82150.0,118.56,119.0,6.03,8.05,0.0,15.2,0.9,7.15,1.55,13,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-14,76.67,95875.0,118.52,119.0,6.03,9.5,0.0,14.3,0.0,7.225,0.0,14,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-15,76.67,68475.0,118.95,119.0,6.03,8.9,0.3,13.45,0.0,7.300000000000001,0.1,15,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-16,76.67,85550.0,118.95,119.0,6.03,9.25,0.0,14.1,0.0,7.175,0.0,16,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-17,66.67,69753.0,118.95,119.0,6.03,11.55,0.0,13.8,0.0,8.8,0.0,17,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-18,66.67,121750.0,119.09,119.0,6.03,11.65,0.0,13.45,0.0,8.95,0.45,18,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-19,65.83500000000001,99600.0,119.62,122.0,6.03,11.2,0.0,13.5,0.0,8.7,0.0,19,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-20,66.67,93550.0,119.39,122.0,6.03,9.35,1.3,13.3,0.4,7.175,0.5,20,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-21,55.835,78800.0,119.51,122.0,6.03,8.25,1.5,15.6,0.0,6.425,1.6,21,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-22,56.67,71625.0,119.37,122.0,6.03,7.4,0.9,14.2,0.1,5.875,0.3,22,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-23,55.835,77425.0,119.37,122.0,6.03,9.8,0.8,15.75,0.1,8.125,0.7,23,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-24,55.835,65375.0,119.37,122.0,6.03,7.55,0.1,15.2,0.0,6.2,0.0,24,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-25,56.67,92050.0,119.6,122.0,6.03,8.75,2.6,15.8,2.3,6.550000000000001,0.8,25,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-26,55.0,67475.0,119.95,122.0,6.03,8.15,1.8,13.95,0.1,5.949999999999999,5.95,26,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-27,56.67,101050.0,119.95,122.0,6.03,7.75,0.6,13.4,0.0,5.325,0.35,27,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-28,55.835,116825.0,120.42,122.0,6.03,7.05,0.0,12.45,0.0,4.65,0.0,28,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-29,55.835,106550.0,120.37,122.0,6.03,8.3,0.0,12.8,0.0,5.725,0.0,29,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-30,65.83500000000001,116275.0,120.37,122.0,6.03,8.75,1.0,12.75,0.0,6.425,0.1,30,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-01-31,65.0,106425.0,120.37,122.0,6.03,10.1,0.6,14.05,0.0,8.425,0.0,31,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2022-02-01,66.67,92550.0,119.68,125.0,6.23,7.85,1.4,13.35,0.1,6.375,0.45,1,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-02,56.67,93000.0,119.97,125.0,6.23,7.8,0.4,14.15,0.0,5.9,0.0,2,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-03,56.67,121075.0,120.05,125.0,6.23,9.45,2.9,15.45,2.7,7.175,2.65,3,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-04,65.0,121046.0,120.08,125.0,6.23,8.85,32.4,15.1,17.5,5.725,30.1,4,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-05,76.67,101275.0,119.82,125.0,6.23,6.65,13.3,14.25,9.3,5.4,11.8,5,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-06,76.67,73000.0,119.82,125.0,6.23,7.1,0.0,13.1,0.0,5.45,0.0,6,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-07,75.0,77875.0,119.82,125.0,6.23,8.2,0.0,14.85,0.0,6.65,0.0,7,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-08,75.83500000000001,105275.0,119.82,125.0,6.23,10.45,0.1,14.25,0.0,7.5,0.0,8,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-09,76.67,147600.0,119.9,125.0,6.23,8.6,0.7,15.45,0.0,7.275,0.3,9,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-10,86.67,147025.0,120.0,125.0,6.23,9.85,3.0,16.15,0.0,8.225000000000001,0.5,10,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-11,76.67,148250.0,120.21,125.0,6.23,9.65,4.1,15.05,0.0,7.15,1.5,11,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-12,76.67,109125.0,120.92,125.0,6.23,8.4,0.0,15.65,0.0,7.199999999999999,0.0,12,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-13,76.67,135625.0,120.92,125.0,6.23,9.4,0.0,15.2,0.0,8.05,0.0,13,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-14,65.0,103075.0,120.92,125.0,6.23,10.7,0.0,15.65,0.0,8.5,0.0,14,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-15,76.67,121330.0,121.28,125.0,6.23,11.0,0.2,16.3,0.0,8.625,0.35,15,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-16,76.67,173071.0,120.84,125.0,6.23,11.75,1.5,17.1,0.0,9.0,0.35,16,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-17,76.67,157550.0,120.42,125.0,6.23,11.45,0.0,16.4,0.0,8.775,0.4,17,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-18,76.67,132275.0,120.48,125.0,6.23,12.0,0.5,16.55,0.0,9.149999999999999,0.25,18,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-19,76.67,150775.0,119.76,128.0,6.23,10.15,0.0,15.95,0.0,9.274999999999999,0.1,19,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-20,76.67,119250.0,119.76,128.0,6.23,9.35,0.0,15.6,0.4,7.625,4.75,20,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-21,75.0,123155.0,119.76,128.0,6.23,9.05,0.9,15.75,0.0,6.55,0.5,21,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-22,75.0,136275.0,119.52,128.0,6.23,9.15,0.5,17.1,0.0,7.5,0.1,22,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-23,65.0,120400.0,120.11,128.0,6.23,10.35,0.0,17.65,0.0,9.575,0.15,23,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-24,65.0,105050.0,119.6,128.0,6.23,13.75,0.6,19.7,0.0,10.825,0.8,24,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-25,65.0,167200.0,121.35,128.0,6.23,11.85,6.5,19.2,4.2,9.875,2.0,25,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-26,65.0,134100.0,120.77,128.0,6.23,11.7,0.2,19.15,0.2,9.8,0.15,26,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-02-28,55.0,153975.0,120.77,128.0,6.23,13.5,0.0,19.2,0.0,11.149999999999999,0.0,28,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2022-03-01,66.67,139850.0,120.85,128.0,7.14,13.6,0.0,18.3,0.0,11.75,0.0,1,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-02,66.67,172615.0,120.85,128.0,7.14,13.6,3.1,18.75,0.0,11.35,0.35,2,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-03,56.67,141200.0,121.43,133.0,7.14,15.05,0.4,19.7,0.0,13.15,0.7,3,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-04,56.67,121700.0,121.76,133.0,7.14,13.8,0.0,20.75,0.0,12.875,0.0,4,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-06,65.0,137750.0,122.16,133.0,7.14,15.55,0.0,20.45,0.0,14.5,0.0,6,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-07,65.0,139400.0,122.16,133.0,7.14,17.7,0.0,22.7,0.0,16.725,0.0,7,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-08,65.0,144450.0,123.44,133.0,7.14,18.2,0.4,22.75,0.0,16.299999999999997,0.05,8,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-09,55.0,160800.0,123.36,133.0,7.14,18.1,0.0,23.4,0.0,16.175,0.0,9,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-10,56.67,153075.0,122.8,133.0,7.14,17.75,1.1,23.15,0.0,16.299999999999997,0.1,10,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-11,51.67,151920.0,122.4,133.0,7.14,16.65,0.0,24.05,0.0,15.825000000000001,0.05,11,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-12,51.67,120170.0,122.85,133.0,7.14,17.1,0.3,23.55,0.0,16.275,0.0,12,3,5,1,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-13,50.835,129700.0,122.85,133.0,7.14,18.75,0.0,24.4,0.0,16.525,0.0,13,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-14,45.0,124525.0,122.85,133.0,7.14,19.25,0.0,25.15,0.0,17.35,0.0,14,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-15,55.835,103581.0,122.8,133.0,7.14,20.0,0.0,25.0,0.0,18.225,0.0,15,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-16,60.5,131225.0,122.88,138.0,7.14,19.4,2.2,25.9,0.0,17.7,0.2,16,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-17,55.835,158295.0,122.33,138.0,7.14,20.35,0.0,27.6,0.0,18.5,0.0,17,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-18,60.0,164533.0,121.58,138.0,7.14,21.2,0.0,28.1,0.0,19.675,0.0,18,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-19,65.0,151985.0,121.58,138.0,7.14,21.95,0.0,27.95,0.0,19.775,0.3,19,3,5,1,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-20,57.5,124700.0,121.58,138.0,7.14,21.45,0.0,27.55,0.0,19.825,0.35,20,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,1
2022-03-21,60.0,97950.0,121.58,138.0,7.14,20.0,1.2,27.45,0.4,18.65,0.0,21,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-22,65.0,120875.0,122.09,138.0,7.14,19.85,1.2,28.1,0.6,18.15,0.5,22,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-23,65.0,158200.0,122.19,138.0,7.14,19.3,7.2,27.9,0.2,17.575,9.1,23,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-24,70.0,216670.0,122.39,138.0,7.14,17.1,2.0,26.3,0.0,16.35,3.05,24,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-25,60.0,224590.0,122.49,138.0,7.14,19.1,0.0,26.9,0.0,17.975,0.1,25,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-26,65.0,231895.0,122.22,138.0,7.14,20.0,0.0,25.65,0.0,17.475,0.05,26,3,5,1,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-27,65.0,162760.0,122.22,138.0,7.14,20.05,0.0,26.05,0.0,18.125,0.0,27,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-28,65.0,118125.0,122.22,138.0,7.14,18.65,0.0,27.9,0.0,17.15,0.0,28,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-29,66.67,139775.0,122.16,138.0,7.14,19.0,0.3,27.9,0.1,18.875,0.0,29,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-30,55.0,108625.0,121.88,138.0,7.14,18.8,9.4,27.85,0.0,16.65,14.049999999999999,30,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-03-31,55.0,253675.0,121.76,138.0,7.14,17.9,17.4,26.65,1.5,15.850000000000001,33.9,31,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,0
2022-04-01,55.835,153835.0,121.57,138.0,7.61,19.6,4.6,27.4,0.0,17.65,5.5,1,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-02,55.835,162259.0,121.57,138.0,7.61,19.2,6.6,28.05,0.7,17.45,8.35,2,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-03,56.67,155375.0,121.57,138.0,7.61,18.85,2.2,27.05,2.9,17.95,0.8999999999999999,3,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-04,55.0,172625.0,121.57,138.0,7.61,20.25,1.1,27.9,0.0,18.174999999999997,0.7,4,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-05,55.0,148975.0,121.18,143.0,7.61,20.1,0.9,29.65,0.0,18.674999999999997,0.6,5,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-06,55.0,135925.0,120.88,143.0,7.61,21.35,0.0,29.55,0.0,18.875,0.6,6,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-07,65.0,157450.0,121.52,143.0,7.61,19.95,2.8,28.1,0.2,17.65,1.9,7,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-08,65.0,182637.0,121.84,143.0,7.61,18.7,1.1,28.35,0.7,17.075,4.75,8,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-09,65.0,172540.0,121.74,143.0,7.61,19.45,4.3,28.5,0.2,17.15,8.05,9,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-10,65.0,140900.0,121.74,143.0,7.61,18.7,1.4,26.1,3.7,17.1,1.75,10,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-11,75.0,165825.0,121.74,143.0,7.61,19.6,0.0,27.05,0.1,18.05,0.05,11,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-12,75.0,196175.0,121.83,143.0,7.61,19.7,4.5,28.75,0.0,17.575,6.2,12,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-13,75.0,137000.0,122.12,143.0,7.61,20.35,6.2,29.5,0.0,18.9,6.949999999999999,13,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-14,55.835,171970.0,122.19,143.0,7.61,21.85,0.0,29.75,0.0,19.725,0.0,14,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-15,71.67,176350.0,122.19,143.0,7.61,21.6,0.0,28.5,0.0,19.125,0.1,15,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-16,61.67,145700.0,122.19,143.0,7.61,21.1,0.0,28.5,0.0,19.325000000000003,0.0,16,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-17,61.67,155410.0,122.19,143.0,7.61,21.35,0.0,28.35,0.0,19.075,0.05,17,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-18,55.0,128525.0,122.19,143.0,7.61,22.15,0.0,29.7,0.0,19.7,0.0,18,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-19,60.0,124160.0,122.32,143.0,7.61,20.95,0.4,30.1,0.0,18.65,2.65,19,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-20,66.67,138025.0,122.72,143.0,7.61,19.7,7.1,28.35,0.0,17.475,16.200000000000003,20,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2022-04-21,56.67,135225.0,122.24,143.0,7.61,20.15,2.8,29.2,0.0,18.4,2.55,21,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-22,60.0,138775.0,122.14,143.0,7.61,19.45,0.5,28.85,1.5,17.8,3.75,22,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-23,56.67,136706.0,122.68,143.0,7.61,20.7,0.0,29.65,0.0,19.075000000000003,0.05,23,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-24,66.67,126625.0,122.68,143.0,7.61,21.75,0.0,28.25,0.0,20.325,0.45,24,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-25,55.0,134650.0,122.68,143.0,7.61,21.85,0.0,28.05,0.0,19.975,0.05,25,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-26,75.83500000000001,98500.0,123.01,143.0,7.61,22.1,0.1,29.85,0.8,20.200000000000003,0.1,26,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-27,66.67,97063.0,122.84,143.0,7.61,22.4,0.0,28.95,0.0,20.425,0.0,27,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-28,59.165,89700.0,122.76,143.0,7.61,22.0,4.6,30.45,0.1,19.325000000000003,1.7000000000000002,28,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-29,66.67,111500.0,122.68,143.0,7.61,20.95,1.3,29.45,4.0,18.925,2.9,29,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-04-30,66.67,118325.0,122.59,143.0,7.61,19.8,15.0,28.5,2.6,17.375,17.9,30,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2022-05-01,66.67,81975.0,122.59,143.0,7.04,18.65,24.3,26.6,12.3,16.825,13.15,1,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-02,66.67,82075.0,122.59,143.0,7.04,19.8,8.1,26.85,10.2,18.025,9.350000000000001,2,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-03,70.83500000000001,113425.0,122.73,143.0,7.04,19.05,2.0,26.3,5.2,18.575000000000003,0.65,3,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-04,85.83500000000001,120625.0,122.73,143.0,7.04,19.35,21.4,27.05,0.3,17.15,13.6,4,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-05,76.67,91295.0,122.57,143.0,7.04,19.25,10.2,27.0,6.3,17.275,17.8,5,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-06,80.83500000000001,80275.0,122.32,143.0,7.04,19.5,18.7,27.65,1.3,17.25,22.0,6,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-07,81.67,91025.0,123.37,143.0,7.04,19.5,8.9,27.15,2.3,17.575000000000003,10.0,7,5,5,1,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-08,76.67,145350.0,123.37,143.0,7.04,20.6,11.5,27.9,0.5,18.5,4.45,8,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-09,70.0,115825.0,123.37,143.0,7.04,20.8,0.9,28.5,0.0,18.6,0.15,9,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-10,85.83500000000001,117750.0,124.25,143.0,7.04,20.85,1.3,28.85,0.0,18.975,5.6,10,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-11,86.67,62625.0,124.04,143.0,7.04,21.45,4.1,29.15,0.0,19.725,0.9,11,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-12,65.83500000000001,74050.0,123.89,143.0,7.04,21.5,1.4,29.5,2.4,19.575000000000003,0.45,12,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-13,75.83500000000001,30425.0,124.17,143.0,7.04,21.25,3.6,28.95,9.7,19.375,10.25,13,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-15,96.67,46500.0,124.23,143.0,7.04,21.8,22.5,30.15,4.8,19.775,16.299999999999997,15,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-16,120.0,114898.0,124.23,143.0,7.04,22.5,12.6,29.0,6.6,20.15,25.85,16,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-17,95.0,52550.0,124.23,143.0,7.04,21.85,0.0,29.4,0.0,21.025,1.65,17,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-18,110.0,57175.0,124.41,143.0,7.04,21.65,0.6,29.95,1.9,19.975,3.75,18,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-19,111.67,85650.0,124.44,143.0,7.04,21.3,2.1,30.4,2.1,19.4,1.7,19,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-20,115.0,80850.0,124.67,143.0,7.04,20.9,27.5,29.65,1.0,19.15,21.85,20,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-21,115.0,59950.0,124.38,143.0,7.04,21.35,15.2,28.15,15.2,19.25,16.05,21,5,5,1,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-22,115.83500000000001,78025.0,124.38,163.0,7.04,21.0,1.1,27.25,4.5,18.475,2.2,22,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-23,100.0,87900.0,124.38,163.0,7.04,20.4,6.5,27.15,4.2,17.825000000000003,7.550000000000001,23,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-24,125.0,83675.0,124.33,163.0,7.04,20.4,2.9,28.3,0.4,18.525,0.95,24,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-25,112.5,90200.0,124.44,163.0,7.04,19.15,2.1,27.5,0.0,17.25,3.0,25,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-26,105.0,52650.0,124.35,163.0,7.04,18.9,4.6,27.6,0.0,17.65,2.15,26,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-27,105.0,52575.0,124.43,163.0,7.04,20.1,4.5,29.0,0.0,19.549999999999997,5.8,27,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-28,105.0,39897.0,124.41,163.0,7.04,20.5,4.7,28.7,21.5,18.925,9.45,28,5,5,1,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-29,116.67,46600.0,124.41,163.0,7.04,20.15,5.2,27.9,17.8,18.425,6.6,29,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-30,125.0,77200.0,124.41,163.0,7.04,21.35,1.6,28.45,21.8,19.475,5.449999999999999,30,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-05-31,125.0,48150.0,124.37,163.0,7.04,21.35,5.2,29.15,0.6,19.525,4.55,31,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2022-06-01,127.5,51975.0,124.53,163.0,6.71,21.2,2.5,29.55,0.2,19.875,3.15,1,6,2,0,1.2246467991473532e-16,-1.0,0,0,1,0,0
2022-06-02,137.5,63501.0,124.34,153.0,6.71,21.4,4.2,29.85,10.6,20.175,4.800000000000001,2,6,3,0,1.2246467991473532e-16,-1.0,0,0,1,0,0
2022-06-03,125.0,82150.0,124.48,153.0,6.71,21.65,0.7,29.3,7.1,19.975,1.9000000000000001,3,6,4,0,1.2246467991473532e-16,-1.0,0,0,1,0,0
2022-06-04,105.0,64275.0,124.5,153.0,6.71,22.7,0.8,30.15,0.2,21.174999999999997,2.05,4,6,5,1,1.2246467991473532e-16,-1.0,0,0,1,0,0
2022-06-05,105.0,76421.0,124.5,153.0,6.71,21.85,6.3,30.65,0.0,19.85,3.4000000000000004,5,6,6,0,1.2246467991473532e-16,-1.0,0,0,1,0,0
2022-06-06,95.0,54650.0,124.5,153.0,6.71,22.25,11.0,29.65,0.7,20.05,9.75,6,6,0,0,1.2246467991473532e-16,-1.0,0,0,1,0,0
2022-06-07,94.0,64600.0,124.52,153.0,6.71,22.45,8.6,29.85,0.0,21.15,18.0,7,6,1,0,1.2246467991473532e-16,-1.0,0,0,1,0,0
