Date,Average_Price,Supply_Volume,Temperature,Precipitation,Wind_Speed,Air_Pressure,Rainfall_MM,USD_TO_NPR,Diesel,is_festival,imported_tomato_price,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation
2022-06-28,88.89,1558.33,23.2,9.93,6.23,1009.97,0.0,125.65,163.0,0,68.66772954924875,False,True,False,False,6.71
2022-06-29,92.78,3116.67,23.2,6.17,6.97,1009.33,0.0,126.34,163.0,0,115.0,False,True,False,False,6.71
2022-06-30,96.67,4675.0,23.2,2.4,7.7,1008.7,0.0,126.65,163.0,0,116.67,False,True,False,False,6.71
2022-07-01,96.67,5500.0,24.7,10.5,8.0,1008.6,0.0,126.66,163.0,0,116.67,False,True,False,False,6.71
2022-07-02,96.67,2500.0,23.4,25.2,8.3,1007.5,0.0,126.78,163.0,0,116.67,False,True,False,False,6.71
2022-07-03,95.0,9425.0,23.5,32.2,5.8,1007.7,0.0,126.78,163.0,0,115.0,False,True,False,False,6.71
2022-07-04,85.0,22500.0,24.2,0.5,6.4,1007.8,0.0,126.78,172.0,0,115.0,False,True,False,False,6.71
2022-07-05,75.0,2750.0,24.2,0.3,7.3,1008.2,0.0,126.63,172.0,0,95.0,False,True,False,False,6.71
2022-07-06,86.67,5150.0,23.8,13.0,5.5,1012.5,0.0,127.3,172.0,0,95.0,False,True,False,False,6.71
2022-07-07,76.67,1825.0,24.8,11.4,8.7,1011.9,0.0,127.19,172.0,0,95.0,False,True,False,False,6.71
2022-07-08,66.67,25750.0,22.7,48.3,6.1,1009.8,0.0,126.99,172.0,0,86.67,False,True,False,False,6.71
2022-07-09,66.67,7750.0,22.4,8.4,7.4,1009.5,0.0,127.11,172.0,0,73.33,False,True,False,False,6.71
2022-07-10,60.0,3350.0,23.9,13.2,7.2,1009.1,0.0,127.11,172.0,0,75.0,False,True,False,False,6.71
2022-07-11,65.0,0.0,24.1,2.3,6.3,1009.5,0.0,127.11,172.0,0,75.0,False,True,False,False,6.71
2022-07-12,65.0,0.0,24.0,1.5,7.1,1008.5,0.0,127.41,172.0,0,66.67,False,True,False,False,6.71
2022-07-13,61.67,666.67,24.4,2.73,6.97,1009.33,0.0,127.66,172.0,0,54.0,False,True,False,False,6.71
2022-07-14,58.33,1333.33,24.8,3.97,6.83,1010.17,0.0,127.72,172.0,0,55.0,False,True,False,False,6.71
2022-07-15,55.0,2000.0,25.2,5.2,6.7,1011.0,0.0,128.11,172.0,0,68.66772954924875,False,True,False,False,6.71
2022-07-16,56.0,1800.0,24.96,5.37,6.83,1011.36,0.0,128.11,172.0,0,58.0,False,True,False,False,6.71
2022-07-17,57.0,1600.0,24.72,5.54,6.96,1011.72,0.0,128.11,172.0,0,60.0,False,True,False,False,6.71
2022-07-18,58.0,1400.0,24.48,5.71,7.09,1012.08,0.0,128.11,172.0,0,66.67,False,True,False,False,6.71
2022-07-19,59.0,1200.0,24.24,5.88,7.22,1012.44,0.0,128.26,172.0,0,65.0,False,True,False,False,6.71
2022-07-20,60.0,1000.0,24.0,6.05,7.35,1012.8,0.0,128.21,172.0,0,66.67,False,True,False,False,6.71
2022-07-21,61.0,800.0,23.76,6.22,7.48,1013.16,0.0,128.29,172.0,0,66.67,False,True,False,False,6.71
2022-07-22,62.0,600.0,23.52,6.39,7.61,1013.52,0.0,128.22,172.0,0,76.67,False,True,False,False,6.71
2022-07-23,63.0,400.0,23.28,6.56,7.74,1013.88,0.0,128.08,172.0,0,65.0,False,True,False,False,6.71
2022-07-24,64.0,200.0,23.04,6.73,7.87,1014.24,0.0,128.08,172.0,0,65.0,False,True,False,False,6.71
2022-07-25,65.0,0.0,22.8,6.9,8.0,1014.6,0.0,128.08,172.0,0,76.67,False,True,False,False,6.71
2022-07-26,66.67,5250.0,22.0,20.6,6.4,1014.6,0.0,127.88,172.0,0,76.67,False,True,False,False,6.71
2022-07-27,67.5,0.0,22.3,43.4,4.5,1015.0,0.0,127.96,172.0,0,75.0,False,True,False,False,6.71
2022-07-28,63.93,1428.57,22.37,37.93,4.6,1014.51,0.0,128.14,172.0,0,75.0,False,True,False,False,6.71
2022-07-29,60.36,2857.14,22.44,32.46,4.7,1014.03,0.0,127.92,172.0,0,75.0,False,True,False,False,6.71
2022-07-30,56.79,4285.71,22.51,26.99,4.8,1013.54,0.0,127.11,172.0,0,75.0,False,True,False,False,6.71
2022-07-31,53.21,5714.29,22.59,21.51,4.9,1013.06,0.0,127.11,172.0,0,75.0,False,True,False,False,6.71
2022-08-01,49.64,7142.86,22.66,16.04,5.0,1012.57,0.0,127.11,172.0,0,42.5,False,True,False,False,8.26
2022-08-02,46.07,8571.43,22.73,10.57,5.1,1012.09,0.0,126.74,172.0,0,42.5,False,True,False,False,8.26
