Date,usd_sell
6/14/2025,138.04
6/15/2025,138.04
6/16/2025,138.04
6/17/2025,138.01
6/18/2025,138.29
6/19/2025,138.67
6/20/2025,139.06
6/21/2025,138.84
6/22/2025,138.84
6/23/2025,138.84
6/24/2025,139.11
6/25/2025,137.87
6/26/2025,138.03
6/27/2025,137.44
6/28/2025,137.07
6/29/2025,137.07
6/30/2025,137.07
7/1/2025,137.52
7/2/2025,137.14
7/3/2025,137.43
7/4/2025,136.8
7/5/2025,136.94
7/6/2025,136.94
7/7/2025,136.94
7/8/2025,137.67
7/9/2025,137.42
7/10/2025,137.38
7/11/2025,137.32
7/12/2025,137.59
7/13/2025,137.59
7/14/2025,137.59
7/15/2025,137.88
7/16/2025,137.6
7/17/2025,137.81
7/18/2025,138.03
7/19/2025,138.14
7/20/2025,138.14
7/21/2025,138.14
7/22/2025,138.38
7/23/2025,138.5
7/24/2025,138.56
7/25/2025,138.56
7/26/2025,138.73
7/27/2025,138.73
7/28/2025,138.73
7/29/2025,138.97
7/30/2025,139.21
7/31/2025,140.18
8/1/2025,140.46
8/2/2025,140.37
8/3/2025,140.37
8/4/2025,140.37
8/5/2025,140.56
8/6/2025,140.79
8/7/2025,140.68
8/8/2025,140.63
8/9/2025,140.56
8/10/2025,140.56
8/11/2025,140.56
8/12/2025,140.56
8/13/2025,140.65
8/14/2025,140.21
8/15/2025,140.39
8/16/2025,140.39
8/17/2025,140.39
8/18/2025,140.39
8/19/2025,140.07
8/20/2025,139.43
8/21/2025,139.61
8/22/2025,139.94
8/23/2025,140.36
8/24/2025,140.36
8/25/2025,140.36
8/26/2025,140.44
8/27/2025,140.6
8/28/2025,140.6
8/29/2025,140.51
8/30/2025,141.42
8/31/2025,141.42
9/1/2025,141.42
9/2/2025,141.42
9/3/2025,141.36
9/4/2025,141.22
9/5/2025,141.34
9/6/2025,141.53
9/7/2025,141.53
9/8/2025,141.53
9/9/2025,141.53
9/10/2025,141.27
9/11/2025,141.27
9/12/2025,141.82
9/13/2025,141.55
9/14/2025,141.55
9/15/2025,141.55
9/16/2025,141.44
9/17/2025,141.19
9/18/2025,140.81
9/19/2025,141.31
9/20/2025,141.25
9/21/2025,141.25
9/22/2025,141.25
9/23/2025,141.6
9/24/2025,142.32
9/25/2025,142.21
9/26/2025,142.17
9/27/2025,142.26
9/28/2025,142.26
9/29/2025,142.26
9/30/2025,142.32
10/1/2025,142.37
10/2/2025,142.21
10/3/2025,142.21
10/4/2025,142.34
10/5/2025,142.34
10/6/2025,142.34
10/7/2025,142.36
10/8/2025,142.34
10/9/2025,142.38
10/10/2025,142.36
10/11/2025,142.2
10/12/2025,142.2
10/13/2025,142.2
10/14/2025,142.18
10/15/2025,142.38
10/16/2025,141.23
10/17/2025,140.82
10/18/2025,141.07
10/19/2025,141.07
10/20/2025,141.07
10/21/2025,140.99
10/22/2025,140.99
10/23/2025,140.99
10/24/2025,140.85
10/25/2025,140.86
10/26/2025,140.86
10/27/2025,140.86
10/28/2025,141.5
10/29/2025,141.53
10/30/2025,141.42
10/31/2025,142.22
11/1/2025,142.33
11/2/2025,142.33
11/3/2025,142.33
11/4/2025,142.35
11/5/2025,142.16
11/6/2025,142.16
11/7/2025,142.09
11/8/2025,142.16
11/9/2025,142.16
11/10/2025,142.16
