Date,Average_Price,Supply_Volume,Temperature,Precipitation,Wind_Speed,Air_Pressure,Rainfall_MM,USD_TO_NPR,Diesel,is_festival,imported_tomato_price,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation,day,month,day_of_week,is_weekend,month_sin,month_cos,Average_Price_lag1,Average_Price_lag7,Average_Price_lag30,Average_Price_rollmean_7,Average_Price_rollmean_30,Average_Price_rollmean_90,Supply_Volume_rollmean_7,Supply_Volume_rollmean_30,Supply_Volume_rollmean_90,imported_tomato_price_rollmean_7,imported_tomato_price_rollmean_30,imported_tomato_price_rollmean_90
2022-03-31,55.0,107060.0,20.5,0.0,9.8,1014.3,0.0,119.96,138.0,0,56.67,False,False,True,False,7.14,31,3,3,0,1.0,6.123233995736766e-17,55.0,67.5,66.67,60.0,59.451,68.48522222222222,87601.07142857143,76907.96666666666,43906.76666666667,61.191428571428574,59.65092431830829,68.01094954553886
2022-04-01,56.67,110200.0,20.8,0.0,7.1,1014.3,0.0,119.47,138.0,0,55.0,False,False,True,False,7.61,1,4,4,0,0.8660254037844387,-0.4999999999999998,55.0,65.0,56.67,58.81,59.451,67.83711111111111,76783.92857142857,78487.96666666666,45131.21111111111,59.76285714285715,59.595257651641624,67.49983843442776
2022-04-02,56.67,106650.0,21.8,0.0,9.8,1016.2,0.0,120.21,138.0,0,56.67,False,False,True,False,7.61,2,4,5,1,0.8660254037844387,-0.4999999999999998,56.67,65.0,56.67,57.620000000000005,59.451,67.18900000000001,79739.64285714286,81251.3,46227.322222222225,58.57285714285714,59.59525765164163,66.85172732331664
2022-04-03,55.0,141475.0,22.2,0.0,8.5,1015.4,0.0,120.21,138.0,0,55.0,False,False,True,False,7.61,3,4,6,1,0.8660254037844387,-0.4999999999999998,56.67,65.0,60.84,56.191428571428574,59.25633333333333,66.74455555555556,91403.92857142857,84780.46666666666,47550.65555555555,57.144285714285715,59.13966666666667,66.4072828788722
2022-04-04,55.0,105025.0,22.0,0.0,11.0,1014.9,0.0,120.21,138.0,0,55.0,False,False,True,False,7.61,4,4,0,0,0.8660254037844387,-0.4999999999999998,55.0,60.0,65.0,55.47714285714286,58.922999999999995,66.28155555555556,98884.28571428571,86699.63333333333,48628.71111111111,55.47714285714286,58.806333333333335,65.9442828788722
2022-04-05,55.0,72750.0,22.3,0.0,9.4,1018.4,0.0,119.26,143.0,0,55.0,False,False,True,False,7.61,5,4,1,0,0.8660254037844387,-0.4999999999999998,55.0,55.0,65.0,55.47714285714286,58.58966666666666,65.92966666666666,102777.14285714286,86943.8,49075.933333333334,55.47714285714286,58.473,65.59239398998331
2022-04-06,65.0,80900.0,22.2,0.0,11.0,1018.6,0.0,118.93,143.0,0,65.0,False,False,True,False,7.61,6,4,2,0,0.8660254037844387,-0.4999999999999998,55.0,55.0,65.0,56.90571428571429,58.58966666666666,65.57777777777778,103437.14285714286,86818.8,49849.822222222225,56.90571428571429,58.473,65.24050510109441
2022-04-07,65.0,125650.0,21.5,0.0,10.0,1017.7,0.0,119.66,143.0,0,65.0,False,False,True,False,7.61,7,4,3,0,0.8660254037844387,-0.4999999999999998,65.0,55.0,55.0,58.33428571428572,58.922999999999995,65.22588888888889,106092.85714285714,89574.63333333333,50884.822222222225,58.09571428571428,58.806333333333335,64.88861621220553
2022-04-08,65.0,78285.0,21.9,0.0,9.8,1016.0,0.0,119.93,143.0,0,65.0,False,False,True,False,7.61,8,4,4,0,0.8660254037844387,-0.4999999999999998,65.0,56.67,56.67,59.52428571428572,59.20066666666666,65.09622222222222,101533.57142857143,89452.46666666666,51754.65555555555,59.52428571428571,59.083999999999996,64.75894954553885
2022-04-09,65.0,72385.0,20.2,1.0,6.5,1014.5,0.0,119.82,143.0,0,65.0,False,False,True,False,7.61,9,4,5,1,0.8660254037844387,-0.4999999999999998,65.0,56.67,56.67,60.714285714285715,59.47833333333333,64.98511111111111,96638.57142857143,89675.3,52175.6,60.714285714285715,59.69500000000001,64.64783843442775
2022-04-10,75.0,79875.0,20.4,1.3,8.2,1012.6,0.0,119.82,143.0,0,75.0,False,False,True,False,7.61,10,4,6,1,0.8660254037844387,-0.4999999999999998,65.0,55.0,46.67,63.57142857142857,60.422666666666665,64.96655555555556,87838.57142857143,90754.46666666666,52907.544444444444,63.57142857142857,60.306000000000004,64.62928287887219
2022-04-11,75.0,121975.0,21.9,0.8,8.5,1012.9,0.0,119.82,143.0,0,75.0,False,False,True,False,7.61,11,4,0,0,0.8660254037844387,-0.4999999999999998,75.0,55.0,46.67,66.42857142857143,61.367,64.94800000000001,90260.0,92511.96666666666,53985.044444444444,66.42857142857143,60.97266666666667,64.61072732331665
2022-04-12,75.0,57350.0,22.4,0.0,11.5,1013.4,0.0,120.1,143.0,0,75.0,False,False,True,False,7.61,12,4,1,0,0.8660254037844387,-0.4999999999999998,75.0,55.0,45.0,69.28571428571429,62.367,64.92944444444446,88060.0,91477.8,54488.933333333334,69.28571428571429,61.97266666666667,64.59217176776109
2022-04-13,55.0,82450.0,22.4,0.0,9.0,1011.6,0.0,120.22,143.0,1,56.67,False,False,True,False,7.61,13,4,2,0,0.8660254037844387,-0.4999999999999998,75.0,65.0,56.67,67.85714285714286,62.31133333333333,64.68866666666668,88281.42857142857,93042.6,55271.71111111111,68.0957142857143,62.02833333333333,64.36994954553887
2022-04-14,66.67,107950.0,22.6,3.0,10.3,1011.2,0.0,120.2,143.0,1,76.67,False,False,True,False,7.61,14,4,3,0,0.8660254037844387,-0.4999999999999998,55.0,65.0,61.0,68.09571428571428,62.50033333333333,64.57755555555556,85752.85714285714,94757.6,56471.15555555555,69.76285714285714,62.583999999999996,64.36994954553886
2022-04-15,56.67,93750.0,22.5,0.0,8.8,1010.8,0.0,120.26,143.0,0,66.67,False,False,True,False,7.61,15,4,4,0,0.8660254037844387,-0.4999999999999998,66.67,65.0,55.0,66.90571428571428,62.556000000000004,64.35533333333333,87962.14285714286,94759.43333333333,57512.822222222225,70.00142857142858,62.91733333333333,64.25883843442774
2022-04-16,56.67,77935.0,22.2,0.0,9.8,1011.1,0.0,121.29,143.0,0,66.67,False,False,True,False,7.61,16,4,5,1,0.8660254037844387,-0.4999999999999998,56.67,65.0,65.0,65.71571428571428,62.27833333333333,64.24422222222223,88755.0,93782.5,58378.76666666667,70.24,63.30633333333333,64.25883843442774
2022-04-17,55.0,40075.0,21.8,0.0,9.5,1012.5,0.0,121.29,143.0,0,55.0,False,False,True,False,7.61,17,4,6,1,0.8660254037844387,-0.4999999999999998,56.67,75.0,65.0,62.85857142857143,61.945,64.11455555555555,83069.28571428571,92009.66666666667,58699.044444444444,67.38285714285713,62.97299999999999,64.12917176776108
2022-04-18,55.0,76885.0,22.5,0.0,9.2,1014.8,0.0,121.29,143.0,0,65.0,False,False,True,False,7.61,18,4,0,0,0.8660254037844387,-0.4999999999999998,55.0,75.0,57.5,60.00142857142857,61.861666666666665,63.98488888888889,76627.85714285714,91339.16666666667,59303.322222222225,65.9542857142857,63.22299999999999,64.12917176776108
2022-04-19,56.67,64475.0,21.0,0.0,10.1,1014.8,0.0,121.39,143.0,0,76.67,False,False,True,False,7.61,19,4,1,0,0.8660254037844387,-0.4999999999999998,55.0,75.0,60.0,57.38285714285714,61.75066666666667,63.87377777777778,77645.71428571429,91800.83333333333,59750.26666666667,66.19285714285714,63.778666666666666,64.2402828788722
2022-04-20,56.67,48450.0,19.5,2.3,5.4,1014.5,0.0,120.53,143.0,0,56.67,False,False,True,False,7.61,20,4,2,0,0.8660254037844387,-0.4999999999999998,56.67,55.0,65.0,57.621428571428574,61.473,63.892333333333326,72788.57142857143,91563.33333333333,60170.544444444444,66.19285714285715,63.501,64.2402828788722
2022-04-21,55.0,46575.0,22.1,0.3,8.2,1015.1,0.0,120.8,143.0,0,65.0,False,False,True,False,7.61,21,4,3,0,0.8660254037844387,-0.4999999999999998,56.67,66.67,65.0,55.954285714285724,61.13966666666667,63.87377777777777,64020.71428571428,89870.83333333333,60429.71111111111,64.52571428571429,63.501,64.33283843442774
2022-04-22,56.67,59156.0,20.6,0.0,13.3,1014.6,0.0,120.94,143.0,0,56.67,False,False,True,False,7.61,22,4,4,0,0.8660254037844387,-0.4999999999999998,55.0,56.67,70.0,55.95428571428572,60.69533333333334,63.87377777777777,59078.71428571428,87422.86666666667,61087.0,63.097142857142856,63.05666666666666,64.35139398998331
2022-04-23,56.67,48750.0,21.9,1.0,9.0,1014.3,0.0,120.92,143.0,0,76.67,False,False,True,False,7.61,23,4,5,1,0.8660254037844387,-0.4999999999999998,56.67,56.67,67.5,55.95428571428572,60.33433333333333,63.87377777777777,54909.42857142857,83739.28333333334,61495.333333333336,64.52571428571427,63.61233333333333,64.59217176776109
2022-04-24,55.0,47700.0,22.6,0.0,9.7,1012.1,0.0,120.92,143.0,0,55.0,False,False,True,False,7.61,24,4,6,1,0.8660254037844387,-0.4999999999999998,56.67,55.0,65.0,55.95428571428572,60.001,63.85522222222222,55998.71428571428,79131.95,61840.61111111111,64.52571428571427,63.278999999999996,64.57361621220552
2022-04-25,65.0,39500.0,22.8,0.0,7.0,1012.5,0.0,120.92,143.0,0,86.67,False,False,True,False,7.61,25,4,0,0,0.8660254037844387,-0.4999999999999998,55.0,55.0,65.0,57.38285714285714,60.001,63.966333333333324,50658.0,77583.28333333334,62279.5,67.62142857142857,64.00133333333333,64.92550510109442
2022-04-26,56.67,16500.0,23.3,0.0,8.6,1013.9,0.0,120.96,143.0,0,76.67,False,False,True,False,7.61,26,4,1,0,0.8660254037844387,-0.4999999999999998,65.0,56.67,65.0,57.38285714285714,59.723333333333336,63.96633333333334,43804.42857142857,76139.11666666667,62285.055555555555,67.62142857142858,64.39033333333333,65.14772732331663
2022-04-27,55.0,22200.0,22.9,0.0,9.0,1013.8,0.0,121.09,143.0,0,63.33,False,False,True,False,7.61,27,4,2,0,0.8660254037844387,-0.4999999999999998,56.67,56.67,60.0,57.144285714285715,59.556666666666665,63.96633333333334,40054.42857142857,75123.7,62420.61111111111,68.57285714285715,64.27900000000001,65.22172732331663
2022-04-28,66.67,27050.0,23.5,0.0,9.5,1015.2,0.0,121.01,143.0,0,66.67,False,False,True,False,7.61,28,4,3,0,0.8660254037844387,-0.4999999999999998,55.0,55.0,55.0,58.811428571428564,59.94566666666667,64.07744444444445,37265.142857142855,74508.7,62721.166666666664,68.81142857142858,64.66799999999999,65.35139398998331
2022-04-29,66.67,49650.0,19.9,1.5,7.5,1013.2,0.0,120.62,143.0,0,66.67,False,False,True,False,7.61,29,4,4,0,0.8660254037844387,-0.4999999999999998,66.67,56.67,55.0,60.24,60.334666666666664,64.07744444444445,35907.142857142855,73621.03333333334,63272.833333333336,70.24,65.057,65.36994954553886
2022-04-30,66.67,8450.0,18.0,3.0,7.9,1012.2,0.0,120.64,143.0,0,66.67,False,False,True,False,7.61,30,4,5,1,0.8660254037844387,-0.4999999999999998,66.67,56.67,55.0,61.66857142857143,60.72366666666667,64.096,30150.0,70334.03333333334,63108.38888888889,68.81142857142856,65.39033333333333,65.38850510109441
2022-05-01,66.67,40175.0,21.4,0.5,7.7,1012.4,0.0,120.64,143.0,0,66.67,False,False,True,False,7.04,1,5,6,1,0.49999999999999994,-0.8660254037844387,66.67,55.0,56.67,63.33571428571429,61.057,64.096,29075.0,67999.86666666667,63354.77777777778,70.47857142857143,65.77933333333334,65.38850510109442
2022-05-02,66.67,35700.0,19.0,0.0,6.9,1011.7,0.0,120.64,143.0,0,75.0,False,False,True,False,7.04,2,5,0,0,0.49999999999999994,-0.8660254037844387,66.67,65.0,56.67,63.574285714285715,61.39033333333334,64.06822222222223,28532.14285714286,65634.86666666667,63468.11111111111,68.81142857142858,66.39033333333333,65.59217176776109
2022-05-03,85.0,42375.0,20.7,5.1,7.4,1013.7,0.0,120.69,143.0,0,86.67,False,False,True,False,7.04,3,5,1,0,0.49999999999999994,-0.8660254037844387,66.67,56.67,55.0,67.62142857142858,62.39033333333334,64.21633333333334,32228.571428571428,62331.53333333333,63572.27777777778,70.24,67.446,65.92550510109443
2022-05-04,76.67,33470.0,20.7,0.0,8.4,1015.3,0.0,120.49,143.0,0,76.67,False,False,True,False,7.04,4,5,2,0,0.49999999999999994,-0.8660254037844387,85.0,55.0,55.0,70.71714285714286,63.11266666666667,64.24411111111111,33838.57142857143,59946.36666666667,63494.166666666664,72.14571428571429,68.16833333333334,66.05517176776108
2022-05-05,76.67,18125.0,20.8,25.9,7.9,1014.2,0.0,120.52,143.0,0,85.0,False,False,True,False,7.04,5,5,3,0,0.49999999999999994,-0.8660254037844387,76.67,66.67,55.0,72.14571428571429,63.83500000000001,64.24411111111111,32563.571428571428,58125.53333333333,63162.22222222222,74.76428571428572,69.16833333333332,66.14772732331663
2022-05-06,66.67,29450.0,20.2,0.8,8.5,1014.6,0.0,120.53,143.0,0,96.67,False,False,True,False,7.04,6,5,4,0,0.49999999999999994,-0.8660254037844387,76.67,66.67,65.0,72.14571428571429,63.89066666666667,64.13300000000001,29677.85714285714,56410.53333333333,63433.88888888889,79.05,70.22399999999999,66.36994954553886
2022-05-07,66.67,28250.0,20.2,0.0,7.6,1014.3,0.0,121.18,143.0,0,86.67,False,False,True,False,7.04,7,5,5,1,0.49999999999999994,-0.8660254037844387,66.67,66.67,65.0,72.14571428571428,63.946333333333335,64.04044444444445,32506.428571428572,53163.86666666667,63445.555555555555,81.90714285714286,70.94633333333333,66.49961621220552
2022-05-08,65.0,31000.0,20.4,1.3,7.6,1014.1,0.0,121.18,143.0,0,75.0,False,False,True,False,7.04,8,5,6,1,0.49999999999999994,-0.8660254037844387,66.67,66.67,65.0,71.90714285714286,63.946333333333335,63.91077777777778,31195.714285714286,51587.7,63656.666666666664,83.09714285714287,71.27966666666666,66.49961621220552
2022-05-09,75.0,48675.0,21.3,0.0,7.2,1014.5,0.0,121.18,143.0,0,96.67,False,False,True,False,7.04,9,5,0,0,0.49999999999999994,-0.8660254037844387,65.0,66.67,65.0,73.09714285714287,64.27966666666667,63.89222222222222,33049.28571428572,50797.36666666667,63797.5,86.19285714285715,72.33533333333334,66.72183843442775
2022-05-10,76.67,16250.0,22.3,23.4,8.2,1013.6,0.0,122.44,143.0,0,96.67,False,False,True,False,7.04,10,5,1,0,0.49999999999999994,-0.8660254037844387,75.0,85.0,75.0,71.90714285714286,64.33533333333334,63.7811111111111,29317.14285714286,48676.53333333333,63328.61111111111,87.62142857142858,73.05766666666666,66.83294954553887
2022-05-11,66.67,22000.0,20.8,8.9,7.4,1012.2,0.0,122.07,143.0,0,65.0,False,False,True,False,7.04,11,5,2,0,0.49999999999999994,-0.8660254037844387,76.67,76.67,75.0,70.47857142857143,64.05766666666666,63.669999999999995,27678.571428571428,45344.03333333333,63448.055555555555,85.9542857142857,72.72433333333333,66.70328287887219
2022-05-12,65.0,11250.0,22.5,0.3,6.9,1011.1,0.0,121.96,143.0,0,86.67,False,False,True,False,7.04,12,5,3,0,0.49999999999999994,-0.8660254037844387,66.67,76.67,75.0,68.81142857142858,63.724333333333334,63.540333333333336,26696.428571428572,43807.36666666667,63438.333333333336,86.19285714285715,73.11333333333333,66.8143939899833
2022-05-13,73.61,12958.33,22.62,0.25,7.7,1011.22,0.0,122.0,143.0,0,68.66772954924875,False,False,True,False,7.04,13,5,4,0,0.49999999999999994,-0.8660254037844387,65.0,66.67,55.0,69.80285714285715,64.34466666666667,63.50633333333334,24340.475714285712,41490.977666666666,63582.31477777778,82.19253279274983,73.51325765164162,66.72547987386385
2022-05-14,82.22,14666.67,22.73,0.2,8.5,1011.33,0.0,122.04,143.0,0,96.67,False,False,True,False,7.04,14,5,5,1,0.49999999999999994,-0.8660254037844387,73.61,66.67,66.67,72.02428571428571,64.863,63.69766666666666,22400.0,38381.53333333333,63745.27777777778,83.62110422132126,74.1799243183083,67.07736876275274
2022-05-15,90.84,16375.0,22.85,0.15,9.3,1011.45,0.0,122.08,143.0,0,120.0,False,False,True,False,7.04,15,5,6,1,0.49999999999999994,-0.8660254037844387,82.22,65.0,56.67,75.71571428571428,66.002,63.855111111111114,20310.714285714286,35802.36666666667,63557.77777777778,90.04967564989269,75.95759098497497,67.55881320719718
2022-05-16,99.45,18083.33,22.97,0.1,10.1,1011.57,0.0,122.12,143.0,0,95.0,False,False,True,False,7.04,16,5,0,0,0.49999999999999994,-0.8660254037844387,90.84,75.0,56.67,79.20857142857143,67.428,64.10822222222222,15940.475714285714,33807.311,62810.09255555556,89.81110422132126,76.9019243183083,67.76247987386385
2022-05-17,108.06,19791.67,23.08,0.05,10.9,1011.68,0.0,122.16,143.0,0,110.0,False,False,True,False,7.04,17,5,1,0,0.49999999999999994,-0.8660254037844387,99.45,76.67,55.0,83.69285714285715,69.19666666666667,64.45700000000001,16446.428571428572,33131.2,62416.11111111111,91.71538993560696,78.73525765164163,68.13281320719719
2022-05-18,116.67,21500.0,23.2,0.0,11.7,1011.8,0.0,122.2,143.0,0,106.67,False,False,True,False,7.04,18,5,2,0,0.49999999999999994,-0.8660254037844387,108.06,66.67,55.0,90.83571428571429,71.25233333333334,64.90144444444445,16375.0,31285.033333333333,62530.0,97.6682470784641,80.12425765164163,68.46614654053052
2022-05-19,115.0,4400.0,23.5,0.0,10.2,1011.3,0.0,122.4,143.0,0,115.0,False,False,True,False,7.04,19,5,3,0,0.49999999999999994,-0.8660254037844387,116.67,65.0,56.67,97.97857142857141,73.19666666666667,65.32733333333333,15396.42857142857,29282.533333333333,61842.77777777778,101.71538993560696,81.4019243183083,68.89203542941941
2022-05-20,115.0,2200.0,22.7,4.2,9.35,1008.85,0.0,122.5,143.0,0,115.0,False,False,True,False,7.04,20,5,4,0,0.49999999999999994,-0.8660254037844387,115.0,73.61,56.67,103.89142857142858,75.141,65.75322222222222,13859.524285714286,27740.866666666665,61458.88888888889,108.33428571428571,83.34625765164164,69.3179243183083
2022-05-21,115.0,0.0,21.9,8.4,8.5,1006.4,0.0,122.59,143.0,0,116.67,False,False,True,False,7.04,21,5,5,1,0.49999999999999994,-0.8660254037844387,115.0,82.22,55.0,108.57428571428571,77.141,66.19766666666666,11764.285714285714,26188.366666666665,60914.944444444445,111.19142857142856,85.06859098497495,69.7809243183083
2022-05-22,95.0,21000.0,19.5,7.6,9.2,1006.1,0.0,122.59,163.0,0,105.0,False,False,True,False,7.04,22,5,6,1,0.49999999999999994,-0.8660254037844387,115.0,90.84,56.67,109.16857142857143,78.41866666666667,66.41988888888889,12425.0,24916.5,60420.5,109.04857142857142,86.67959098497495,70.11425765164162
2022-05-23,125.0,11900.0,19.8,16.5,8.2,1008.6,0.0,122.59,163.0,0,125.0,False,False,True,False,7.04,23,5,0,0,0.49999999999999994,-0.8660254037844387,95.0,99.45,56.67,112.81857142857143,80.69633333333333,67.08655555555555,11541.667142857143,23688.166666666668,59804.11111111111,113.3342857142857,88.29059098497494,70.7809243183083
2022-05-24,115.0,11500.0,21.5,0.0,6.2,1012.7,0.0,122.47,163.0,0,110.0,False,False,True,False,7.04,24,5,1,0,0.49999999999999994,-0.8660254037844387,125.0,108.06,55.0,113.80999999999999,82.69633333333333,67.6421111111111,10357.142857142857,22481.5,59331.88888888889,113.3342857142857,90.12392431830828,71.2809243183083
2022-05-25,105.0,0.0,18.5,49.8,6.2,1013.5,0.0,122.66,163.0,0,105.0,False,False,True,False,7.04,25,5,2,0,0.49999999999999994,-0.8660254037844387,115.0,116.67,65.0,112.14285714285714,84.02966666666666,68.08655555555555,7285.714285714285,21164.833333333332,58340.77777777778,113.09571428571428,90.73492431830829,71.72536876275274
2022-05-26,108.89,0.0,19.07,34.4,4.83,1011.83,0.0,122.61,163.0,0,105.0,False,False,True,False,7.04,26,5,3,0,0.49999999999999994,-0.8660254037844387,105.0,115.0,56.67,111.27000000000001,85.77033333333334,68.57422222222223,6657.142857142857,20614.833333333332,57843.555555555555,111.66714285714285,91.67925765164162,72.16981320719718
2022-05-27,112.78,0.0,19.63,19.0,3.47,1010.17,0.0,122.55,163.0,0,105.0,False,False,True,False,7.04,27,5,4,0,0.49999999999999994,-0.8660254037844387,108.89,115.0,55.0,110.95285714285716,87.69633333333334,69.16066666666667,6342.857142857143,19874.833333333332,57122.72222222222,110.23857142857142,93.06825765164163,72.57350510109441
2022-05-28,116.67,0.0,20.2,3.6,2.1,1008.5,0.0,122.5,163.0,0,116.67,False,False,True,False,7.04,28,5,5,1,0.49999999999999994,-0.8660254037844387,112.78,115.0,66.67,111.19142857142857,89.36300000000001,69.8458888888889,6342.857142857143,18973.166666666668,56178.27777777778,110.23857142857143,94.73492431830829,73.25872732331663
2022-05-29,125.0,11000.0,21.3,13.6,7.8,1008.8,0.0,122.5,163.0,0,125.0,False,False,True,False,7.04,29,5,6,1,0.49999999999999994,-0.8660254037844387,116.67,95.0,66.67,115.47714285714287,91.30733333333335,70.494,4914.285714285715,17684.833333333332,55844.38888888889,113.0957142857143,96.67925765164162,73.90683843442774
2022-05-30,115.0,2400.0,22.8,1.5,6.5,1008.9,0.0,122.5,163.0,0,135.0,False,False,True,False,7.04,30,5,0,0,0.49999999999999994,-0.8660254037844387,125.0,125.0,66.67,114.04857142857144,92.91833333333334,71.031,3557.1428571428573,17483.166666666668,54908.38888888889,114.52428571428572,98.95692431830828,74.66606065664996
2022-05-31,140.0,1875.0,21.5,6.9,6.2,1009.6,0.0,122.38,163.0,0,115.0,False,False,True,False,7.04,31,5,1,0,0.49999999999999994,-0.8660254037844387,115.0,115.0,66.67,117.62,95.36266666666667,71.95688888888888,2182.1428571428573,16206.5,54231.444444444445,115.23857142857143,100.56792431830829,75.31417176776108
2022-06-01,150.0,3726.0,22.8,0.0,5.4,1009.8,0.0,122.58,163.0,0,125.0,False,True,False,False,6.71,1,6,2,0,1.2246467991473532e-16,-1.0,140.0,105.0,66.67,124.04857142857144,98.14033333333333,72.99388888888889,2714.4285714285716,15140.7,54008.955555555556,118.0957142857143,102.23459098497496,76.0733939899833
2022-06-02,147.11,3766.74,22.79,0.0,5.55,1009.67,0.0,122.63,163.0,0,125.0,False,True,False,False,6.71,2,6,3,0,1.2246467991473532e-16,-1.0,150.0,108.89,85.0,129.50857142857143,100.21066666666665,73.95244444444445,3252.5342857142855,13853.758,53655.25266666667,120.95285714285716,103.51225765164162,76.69930810610276
2022-06-03,144.21,3807.47,22.78,0.0,5.71,1009.55,0.0,122.68,163.0,0,105.0,False,True,False,False,6.71,3,6,4,0,1.2246467991473532e-16,-1.0,147.11,112.78,76.67,133.99857142857144,102.46199999999999,74.83255555555556,3796.4585714285713,12865.007000000001,53170.335666666666,120.95285714285716,104.45659098497497,77.1437525505472
2022-06-04,141.32,3848.21,22.77,0.0,5.86,1009.42,0.0,122.72,163.0,0,105.0,False,True,False,False,6.71,4,6,5,1,1.2246467991473532e-16,-1.0,144.21,116.67,76.67,137.52,104.617,75.68055555555556,4346.202857142857,12389.114,52486.14911111111,119.28571428571429,105.12325765164162,77.58819699499165
2022-06-05,138.42,3888.95,22.76,0.0,6.01,1009.29,0.0,122.77,163.0,0,95.0,False,True,False,False,6.71,5,6,6,1,1.2246467991473532e-16,-1.0,141.32,125.0,66.67,139.43714285714285,107.00866666666667,76.49633333333334,3330.3385714285714,11537.079,51588.80411111111,115.0,105.06759098497496,77.92153032832499
2022-06-06,135.53,3929.68,22.75,0.0,6.16,1009.17,0.0,122.82,163.0,0,94.0,False,True,False,False,6.71,6,6,0,0,1.2246467991473532e-16,-1.0,138.42,115.0,66.67,142.37,109.304,77.39111111111112,3548.8642857142854,10726.401666666667,51154.96722222222,109.14285714285714,105.31192431830829,78.35486366165831
2022-06-07,132.63,3970.42,22.74,0.0,6.32,1009.04,0.0,122.87,163.0,0,105.0,False,True,False,False,6.71,7,6,1,0,1.2246467991473532e-16,-1.0,135.53,140.0,65.0,141.31714285714287,111.55833333333334,78.23511111111112,3848.21,9825.415666666666,50288.527444444444,107.71428571428571,106.31192431830829,78.89186366165832
2022-06-08,129.74,4011.16,22.73,0.0,6.47,1008.92,0.0,122.92,163.0,0,75.0,False,True,False,False,6.71,8,6,2,0,1.2246467991473532e-16,-1.0,132.63,150.0,75.0,138.42285714285714,113.38300000000001,79.04700000000001,3888.9471428571424,8336.621000000001,49603.095888888885,100.57142857142857,105.58959098497495,79.2066414394361
2022-06-09,126.84,4051.89,22.72,0.0,6.62,1008.79,0.0,122.96,163.0,0,75.0,False,True,False,False,6.71,9,6,3,0,1.2246467991473532e-16,-1.0,129.74,147.11,76.67,135.52714285714288,115.05533333333332,79.93777777777778,3929.6828571428573,7930.017333333333,49120.339111111105,93.42857142857143,104.86725765164162,79.41030810610276
2022-06-10,123.95,4092.63,22.71,0.0,6.77,1008.66,0.0,123.01,163.0,0,75.0,False,True,False,False,6.71,10,6,4,0,1.2246467991473532e-16,-1.0,126.84,144.21,66.67,132.63285714285715,116.96466666666667,80.79644444444445,3970.4199999999996,7333.105,48396.36833333334,89.14285714285714,105.20059098497495,79.63253032832498
2022-06-11,121.05,4133.37,22.69,0.0,6.93,1008.54,0.0,123.06,163.0,0,75.0,False,True,False,False,6.71,11,6,5,1,1.2246467991473532e-16,-1.0,123.95,141.32,65.0,129.73714285714286,118.833,81.64144444444445,4011.157142857143,7095.884,47460.350222222216,84.85714285714286,104.81159098497496,79.96586366165832
2022-06-12,118.16,4174.11,22.68,0.0,7.08,1008.41,0.0,123.11,163.0,0,85.0,False,True,False,False,6.71,12,6,6,1,1.2246467991473532e-16,-1.0,121.05,138.42,73.61,126.84285714285714,120.31800000000001,82.32466666666667,4051.8942857142856,6803.076666666667,47112.21811111111,83.42857142857143,105.356,80.29919699499165
2022-06-13,115.26,4214.84,22.67,0.0,7.23,1008.28,0.0,123.15,163.0,0,95.0,False,True,False,False,6.71,13,6,0,0,1.2246467991473532e-16,-1.0,118.16,135.53,82.22,123.94714285714285,121.41933333333333,82.92755555555556,4092.6314285714284,6454.682333333333,46531.27188888889,83.57142857142857,105.30033333333333,80.68808588388053
2022-06-14,112.37,4255.58,22.66,0.0,7.38,1008.16,0.0,123.2,163.0,0,85.0,False,True,False,False,6.71,14,6,1,0,1.2246467991473532e-16,-1.0,115.26,132.63,90.84,121.05285714285715,122.13699999999999,83.565,4133.368571428572,6050.701666666666,45537.500555555554,80.71428571428571,104.13366666666666,81.00286366165831
2022-06-15,109.47,4296.32,22.65,0.0,7.54,1008.03,0.0,123.25,163.0,0,85.0,False,True,False,False,6.71,15,6,2,0,1.2246467991473532e-16,-1.0,112.37,129.74,99.45,118.15714285714286,122.471,84.05911111111111,4174.105714285714,5591.134666666666,44393.648555555556,82.14285714285714,103.80033333333333,81.33619699499165
2022-06-16,106.58,4337.05,22.64,0.0,7.69,1007.91,0.0,123.3,163.0,0,85.0,False,True,False,False,6.71,16,6,3,0,1.2246467991473532e-16,-1.0,109.47,126.84,108.06,115.26285714285713,122.42166666666667,84.52111111111111,4214.842857142857,5075.980666666666,43405.61577777778,83.57142857142857,102.967,81.55841921721387
2022-06-17,103.68,4377.79,22.63,0.0,7.84,1007.78,0.0,123.35,163.0,0,86.67,False,True,False,False,6.71,17,6,4,0,1.2246467991473532e-16,-1.0,106.58,123.95,116.67,112.36714285714287,121.98866666666666,85.03422222222223,4255.58,4505.240333333333,42376.48011111111,85.23857142857142,102.30033333333333,81.88253032832498
2022-06-18,100.79,4418.53,22.62,0.0,7.99,1007.65,0.0,123.39,163.0,0,90.0,False,True,False,False,6.71,18,6,5,1,1.2246467991473532e-16,-1.0,103.68,121.05,115.0,109.47285714285714,121.515,85.48744444444445,4296.317142857143,4505.857999999999,41863.07488888889,87.38142857142857,101.467,82.21586366165832
